Area,BHK,Bathroom,Furnishing,Parking,Price,Status,Transaction,Type,Per_Sqft,Locality
900,2,2,Furnished,3,7400000,Ready_to_move,Resale,Builder_Floor,23840,Patel Nagar West
2000,3,3,Semi-Furnished,1,37500000,Ready_to_move,Resale,Apartment,23840,"Patel Nagar East, Patel Nagar"
2000,4,4,Semi-Furnished,3,15000000,Ready_to_move,Resale,Builder_Floor,7500,Patel Nagar West
1900,3,3,Semi-Furnished,1,55300000,Almost_ready,New_Property,Apartment,7500,"The Leela Sky Villas, Patel Nagar"
1530,3,3,Semi-Furnished,2,26500000,Ready_to_move,Resale,Builder_Floor,7500,"Patel Nagar East, Patel Nagar"
100,3,2,Semi-Furnished,2,16000000,Ready_to_move,Resale,Apartment,160000,"Patel Nagar East, Patel Nagar"
900,3,2,Furnished,2,10400000,Ready_to_move,Resale,Builder_Floor,11556,Patel Nagar West
270,1,1,Unfurnished,2,1700000,Ready_to_move,Resale,Builder_Floor,11556,Patel Nagar West
950,2,2,Semi-Furnished,2,8000000,Ready_to_move,Resale,Builder_Floor,8421,Patel Nagar West
1800,3,3,Semi-Furnished,2,27000000,Ready_to_move,Resale,Builder_Floor,8421,"Patel Nagar East, Patel Nagar"
1500,3,3,Semi-Furnished,2,19500000,Ready_to_move,Resale,Builder_Floor,8421,Patel Nagar West
1800,3,3,Furnished,3,50000000,Ready_to_move,Resale,Apartment,27778,"Patel Nagar East, Patel Nagar"
1800,3,3,Unfurnished,3,21100000,Ready_to_move,Resale,Builder_Floor,11722,Patel Nagar West
2306,3,3,Unfurnished,1,57000000,Almost_ready,New_Property,Apartment,24718,"The Leela Sky Villas, Patel Nagar"
850,2,3,Semi-Furnished,1,5900000,Ready_to_move,Resale,Builder_Floor,24718,Patel Nagar West
140,3,2,Unfurnished,1,12000000,Ready_to_move,New_Property,Builder_Floor,85714,"Punjabi Basti, Patel Nagar"
900,3,2,Unfurnished,1,12000000,Ready_to_move,Resale,Builder_Floor,13333,Patel Nagar West
1800,3,3,Unfurnished,1,24000000,Ready_to_move,Resale,Apartment,13333,Patel Nagar West
200,1,1,Semi-Furnished,1,7000000,Ready_to_move,Resale,Apartment,13333,"Patel Nagar East, Patel Nagar"
1782,3,3,Semi-Furnished,1,15000000,Ready_to_move,Resale,Apartment,8418,"Patel Nagar East, Patel Nagar"
900,2,2,Furnished,1,1500000,Ready_to_move,Resale,Builder_Floor,1667,"Baljit Nagar, Patel Nagar"
405,2,1,Semi-Furnished,1,3950000,Ready_to_move,Resale,Apartment,1667,Patel Nagar West
1500,3,3,Unfurnished,1,12500000,Ready_to_move,Resale,Builder_Floor,8333,Patel Nagar West
66,3,1,Unfurnished,1,1600000,Ready_to_move,New_Property,Apartment,24242,"Baljit Nagar, Patel Nagar"
2000,4,4,Unfurnished,2,36500000,Ready_to_move,Resale,Apartment,,"DDA Flats Vasant Kunj, Vasant Kunj Sector B"
1200,3,2,Semi-Furnished,1,20000000,Ready_to_move,Resale,Apartment,,"DDA Flats Vasant Kunj, Vasant Kunj carpet area 1200 sqft status Ready to Move floor 5 out of 7 floors transaction Resale furnishing Semi-Furnished facing North - West overlooking Garden/Park, Main Road society DDA Flats Vasant Kunj car parking 1 Covered, 1 Open bathroom 2 balcony 2 ownership Freehold A southEAST facing 3 bhk resale flat is available in the promising locality of sectorE vasant kunj vasant kunj, delhi south. It is a ready to move in spacious flat and is located on the 5th floor. Every single detail of the flat is carefully designed. This property offers quality specifications such as lifts, park, water storage and securityfire alar. It is a gated society flat. It provides a spectacular view of the main road and parkgarden. The apartment is priced at rs. 2 cr. It is a freehold property, with a super builtUp area of 1600 sq. Ft. The property price is negotiable. read more Contact Agent Enquire Now Share Feedback Crisil Silver Agent Link Properties Pvt. Ltd. 5000+ Buyers Served"
1100,2,2,Semi-Furnished,1,15000000,Ready_to_move,Resale,Apartment,,Vasant Kunj
1400,3,2,Semi-Furnished,2,25000000,Ready_to_move,New_Property,Apartment,,Vasant Kunj
1600,3,2,Semi-Furnished,2,18500000,Ready_to_move,Resale,Apartment,,"DDA Flats Vasant Kunj, Vasant Kunj"
1600,4,3,Unfurnished,2,23500000,Ready_to_move,Resale,Apartment,,"DDA Flats Pocket 1, Vasant Kunj Sector B"
600,1,1,Semi-Furnished,1,8000000,Ready_to_move,New_Property,Apartment,,Vasant Kunj
1600,3,2,Unfurnished,1,23000000,Ready_to_move,Resale,Apartment,,"Saraswati Narmada Ganga Yamuna Apartment, Vasant Kunj Sector D"
2000,3,3,Unfurnished,1,31000000,Ready_to_move,Resale,Apartment,15500,"DDA Flats Vasant Kunj, Vasant Kunj"
650,1,2,Semi-Furnished,1,7400000,Ready_to_move,Resale,Apartment,15500,"DDA Flats Sector E Pocket 1, Vasant Kunj"
1100,2,2,Unfurnished,1,15500000,Ready_to_move,Resale,Apartment,15500,Vasant Kunj
1075,2,2,Semi-Furnished,2,12000000,Ready_to_move,New_Property,Apartment,15500,"DDA Flats Sector E Pocket 1, Vasant Kunj"
1450,3,2,Semi-Furnished,2,23500000,Ready_to_move,Resale,Apartment,15500,"DDA Flats Vasant Kunj, Vasant Kunj Sector D"
1200,3,2,Semi-Furnished,2,25000000,Ready_to_move,Resale,Apartment,20833,Vasant Kunj Sector A
600,1,2,Unfurnished,2,7000000,Ready_to_move,New_Property,Apartment,20833,"E2 Vasant Kunj, Vasant Kunj"
1000,2,2,Unfurnished,1,17500000,Ready_to_move,Resale,Apartment,20833,"DDA Flats Vasant Kunj, Vasant Kunj"
1600,3,2,Semi-Furnished,1,25000000,Ready_to_move,Resale,Apartment,20833,"Ganga Apartment Sector D Pocket 6, Vasant Kunj"
1750,4,4,Unfurnished,1,29000000,Ready_to_move,New_Property,Apartment,20833,Vasant Kunj Sector C
1300,3,3,Semi-Furnished,1,21900000,Ready_to_move,Resale,Apartment,20833,"DDA Flats Sector E Pocket 1, Vasant Kunj"
550,1,2,Furnished,1,7500000,Ready_to_move,Resale,Apartment,20833,Vasant Kunj Sector D
2200,4,3,Semi-Furnished,2,23500000,Ready_to_move,Resale,Apartment,10681,"DDA Flats Vasant Kunj, Vasant Kunj Sector C"
1100,2,2,Semi-Furnished,2,24000000,Ready_to_move,Resale,Apartment,21818,Vasant Kunj Sector C
1700,3,2,Semi-Furnished,2,31000000,Ready_to_move,Resale,Builder_Floor,21818,Vasant Kunj
1100,2,2,Semi-Furnished,3,16500000,Ready_to_move,Resale,Apartment,21818,Vasant Kunj
1000,2,2,Furnished,1,5000000,Ready_to_move,Resale,Builder_Floor,21818,"Kishangarh, Vasant Kunj"
1350,3,2,Furnished,1,24000000,Ready_to_move,New_Property,Apartment,21818,"DDA Pocket 1, Vasant Kunj Sector D"
1184,2,2,Semi-Furnished,1,17000000,Ready_to_move,Resale,Apartment,14358,"Ganga Apartment Sector D Pocket 6, Vasant Kunj"
2000,4,2,Furnished,1,40000000,Ready_to_move,New_Property,Apartment,14358,Vasant Kunj Sector B
3500,4,4,Semi-Furnished,5,22500000,Ready_to_move,New_Property,Builder_Floor,14358,Vasant Kunj
900,3,3,Furnished,2,20000000,Ready_to_move,Resale,Builder_Floor,14358,Vasant Kunj
4688,5,4,Unfurnished,1,135000000,Almost_ready,New_Property,Apartment,28797,"The Leela Sky Villas, Patel Nagar"
750,2,2,Semi-Furnished,1,5000000,Ready_to_move,New_Property,Apartment,6667,"J R Designers Floors, Rohini Sector 24"
3901,4,4,Unfurnished,1,93000000,Almost_ready,New_Property,Apartment,23840,"The Leela Sky Villas, Patel Nagar"
950,3,2,Furnished,1,4370000,Ready_to_move,New_Property,Apartment,4600,"Uttam Nagar Floors, Uttam Nagar"
1000,3,2,Unfurnished,1,4620000,Ready_to_move,New_Property,Apartment,4620,"Virat Residency, Dwarka Mor"
850,2,1,Semi-Furnished,1,1900000,Ready_to_move,New_Property,Apartment,2235,"Siddhartha Heights, Dwarka Sector 24"
2400,4,4,Semi-Furnished,1,70000000,Ready_to_move,New_Property,Apartment,2235,"Find Homes, Greater Kailash 2"
1350,3,2,Unfurnished,1,5130000,Ready_to_move,New_Property,Apartment,3800,"MTNL Employees House Welfare Society, Dwarka Sector 24"
540,2,2,Semi-Furnished,1,3000000,Ready_to_move,New_Property,Apartment,5000,"Adarsh Homes, Dwarka Mor"
1387,4,4,Unfurnished,1,5890000,Ready_to_move,New_Property,Apartment,4247,"Delhi Homes Yojana, Dwarka Sector 24"
540,2,2,Semi-Furnished,1,3300000,Ready_to_move,New_Property,Apartment,6111,"Kushwaha Homes, Uttam Nagar"
976,2,2,Furnished,1,24900000,Ready_to_move,New_Property,Apartment,25512,"Godrej South Estate, Okhla"
1050,3,2,Unfurnished,1,3700000,Ready_to_move,New_Property,Apartment,3524,"The Elite Spire, Dwarka Sector 21"
2700,4,3,Semi-Furnished,1,60000000,Ready_to_move,New_Property,Builder_Floor,22222,"APL Builder Floor, Greater Kailash 1"
1500,3,2,Unfurnished,1,17400000,Ready_to_move,Resale,Apartment,22222,"Kunj Vihar Apartment, Dwarka Sector 12"
2900,5,5,Furnished,1,51000000,Almost_ready,New_Property,Builder_Floor,22222,Janakpuri Block A3
5025,5,6,Unfurnished,4,170000000,Almost_ready,New_Property,Builder_Floor,22222,Greater Kailash 2
1000,3,2,Semi-Furnished,1,5510000,Almost_ready,New_Property,Builder_Floor,22222,"Partap Homes, Bhagwati Vihar, Uttam Nagar"
1135,3,3,Furnished,2,25000000,Almost_ready,Resale,Apartment,22222,"The Amaryllis, Karol Bagh"
2306,3,3,Unfurnished,1,57000000,Almost_ready,New_Property,Apartment,24718,"The Leela Sky Villas, Patel Nagar"
850,2,2,Semi-Furnished,1,2940000,Almost_ready,New_Property,Apartment,24718,"Diamond Heights Multi Estate, Najafgarh"
1200,3,3,Semi-Furnished,1,15500000,Ready_to_move,Resale,Apartment,24718,"Ashirwad Apartments, Dwarka Sector 12"
1700,3,2,Semi-Furnished,1,17200000,Ready_to_move,Resale,Apartment,24718,"Sunny Valley Apartments, Dwarka"
1800,4,3,Semi-Furnished,2,55000000,Ready_to_move,Resale,Builder_Floor,30556,"Vasant Vihar Builder Floor, Vasant Vihar"
1100,2,2,Semi-Furnished,1,15000000,Ready_to_move,Resale,Apartment,30556,Vasant Kunj
22050,4,4,Semi-Furnished,2,51000000,Almost_ready,New_Property,Builder_Floor,30556,Greater Kailash 1
1550,4,3,Semi-Furnished,1,13000000,Ready_to_move,New_Property,Builder_Floor,30556,Rohini Sector 24
1600,3,3,Semi-Furnished,1,30000000,Ready_to_move,New_Property,Builder_Floor,18750,Greater Kailash 1
700,2,2,Semi-Furnished,1,2400000,Ready_to_move,New_Property,Builder_Floor,18750,"Khanpur, Madangir"
45,4,3,Unfurnished,1,5500000,Ready_to_move,New_Property,Builder_Floor,18750,"Batla House, Okhla"
450,2,2,,,2900000,Ready_to_move,Resale,,58000,"Gandhi Nagar, Shahdara"
540,5,2,,,17000000,Ready_to_move,Resale,,58000,"Gandhi Nagar, Shahdara"
1350,3,3,,,25000000,Ready_to_move,Resale,,18519,"Gandhi Nagar, Shahdara"
2250,3,2,,,10000000,Ready_to_move,Resale,,4444,"Gandhi Nagar, Shahdara"
1250,2,1,Semi-Furnished,,7500000,Ready_to_move,Resale,Apartment,4444,"DDA Flats Mansarovar Park, Seelampur, Shahdara"
504,3,1,Semi-Furnished,,3600000,Ready_to_move,Resale,Apartment,7143,"Seelampur, Shahdara"
65,3,2,Semi-Furnished,,35000000,Ready_to_move,New_Property,Apartment,7143,"Shanti Mohalla, Shahdara"
450,2,1,Unfurnished,,6000000,Ready_to_move,Resale,Apartment,13333,"Seelampur, Shahdara"
1800,4,2,Furnished,,17500000,Ready_to_move,Resale,Builder_Floor,9722,"Rajgarh Colony, Shahdara"
1800,4,3,Furnished,,35000000,Ready_to_move,Resale,Builder_Floor,19444,"Kanti Nagar East, Shahdara"
1530,5,2,Furnished,,10200000,Ready_to_move,Resale,Builder_Floor,6667,"Raghubarpura, Shahdara"
1750,4,4,Unfurnished,1,29000000,Ready_to_move,New_Property,Apartment,6667,Vasant Kunj Sector C
2210,4,3,Semi-Furnished,1,41000000,Ready_to_move,Resale,Builder_Floor,6667,"Sukhdev Vihar, Okhla"
760,3,2,Furnished,1,6000000,Ready_to_move,Resale,Builder_Floor,6667,Geeta Colony
400,2,1,Furnished,1,2500000,Ready_to_move,New_Property,Apartment,6667,Krishna Nagar Block A
380,1,1,Unfurnished,1,2200000,Ready_to_move,Resale,Builder_Floor,6667,Geeta Colony
904.1676,2,2,Furnished,1,21500000,Ready_to_move,New_Property,Apartment,6667,"Taj Enclave, Khairatabad"
900,4,1,Furnished,1,15000000,Ready_to_move,Resale,Apartment,6667,"Shastri Park, Shahdara"
810,5,6,Furnished,1,28900000,Ready_to_move,Resale,Apartment,6667,Geeta Colony
100,3,2,Unfurnished,1,5500000,Ready_to_move,Resale,Builder_Floor,6667,Geeta Colony
50,2,1,Semi-Furnished,1,1950000,Ready_to_move,New_Property,Apartment,6667,"Shastri Park, Shahdara"
58,2,1,Unfurnished,1,3800000,Ready_to_move,Resale,Apartment,6667,Geeta Colony
900,2,1,Semi-Furnished,1,6200000,Ready_to_move,New_Property,Builder_Floor,6667,"Sitaram Bazar, Chandni Chowk"
1650,4,3,Furnished,1,14000000,Almost_ready,New_Property,Apartment,6667,Shahdara
1000,2,2,Unfurnished,1,7500000,Ready_to_move,Resale,Apartment,6667,Laxmi Nagar
852,2,2,Unfurnished,1,2670000,Ready_to_move,Resale,Apartment,6667,Shahdara How Auctions work? The borrower has the physical possession of the Property. However the lender (Bank) can legally sell the Property. super area 852 sqft status Ready to Move transaction Resale ownership Freehold bathroom 2 Contact Now Enquire Now Auction By
700,2,2,Semi-Furnished,1,2500000,Ready_to_move,Resale,Apartment,6667,Shahdara
990,3,2,Unfurnished,1,4000000,Ready_to_move,Resale,Apartment,4040,Laxmi Nagar
450,2,1,Semi-Furnished,1,3500000,Ready_to_move,Resale,Builder_Floor,7778,Laxmi Nagar
1000,2,2,Unfurnished,1,5000000,Ready_to_move,New_Property,Apartment,5000,Laxmi Nagar
1700,4,3,Semi-Furnished,2,29500000,Ready_to_move,Resale,Builder_Floor,21071,Saket
1350,3,2,Unfurnished,1,19000000,Ready_to_move,Resale,Builder_Floor,14074,"Anupam Enclave, Saket"
2100,4,3,Furnished,1,25500000,Ready_to_move,Resale,Apartment,14074,Saket
2600,4,4,Semi-Furnished,3,75000000,Ready_to_move,New_Property,Builder_Floor,28846,Saket
3000,4,5,Semi-Furnished,4,75000000,Ready_to_move,New_Property,Builder_Floor,28846,Saket
1450,3,3,Semi-Furnished,1,34000000,Almost_ready,New_Property,Builder_Floor,28846,"RWA Flats, Saket"
2050,4,4,Semi-Furnished,1,47500000,Ready_to_move,New_Property,Builder_Floor,28846,Saket
3000,4,5,Semi-Furnished,3,75000000,Ready_to_move,New_Property,Builder_Floor,28846,"Metrotech Builder Floors, Saket"
1800,3,3,Semi-Furnished,2,23000000,Ready_to_move,Resale,Apartment,28846,"Saket Court Residential Complex, Saket"
900,3,2,Semi-Furnished,1,24000000,Ready_to_move,Resale,Apartment,28846,"Press Enclave Society, Saket"
1500,3,2,Semi-Furnished,2,21500000,Ready_to_move,Resale,Apartment,28846,"RWA Flats, Saket"
1500,3,2,Semi-Furnished,1,28500000,Ready_to_move,New_Property,Builder_Floor,28846,Saket
1800,4,4,Semi-Furnished,1,12500000,Ready_to_move,Resale,Builder_Floor,6944,"Project Paryavaran Complex, Saket"
1674,3,3,Unfurnished,1,45000000,Ready_to_move,Resale,Builder_Floor,6944,Saket
2025,4,3,Furnished,2,30500000,Ready_to_move,Resale,Builder_Floor,6944,Saket
1300,3,3,Semi-Furnished,3,22500000,Ready_to_move,Resale,Builder_Floor,6944,Saket
990,3,3,Furnished,1,28000000,Ready_to_move,Resale,Apartment,6944,"Press Enclave Society, Saket"
2100,3,4,Semi-Furnished,2,25000000,Ready_to_move,Resale,Builder_Floor,14705,Saket
2250,4,4,Semi-Furnished,2,33700000,Ready_to_move,Resale,Builder_Floor,14705,Saket
1500,3,3,Semi-Furnished,1,27000000,Ready_to_move,Resale,Builder_Floor,18000,Saket
2700,4,4,Semi-Furnished,2,43500000,Ready_to_move,New_Property,Builder_Floor,18000,Saket
1700,3,3,Semi-Furnished,2,29000000,Ready_to_move,New_Property,Builder_Floor,18000,"RWA Flats, Saket"
1700,3,3,Semi-Furnished,2,30000000,Ready_to_move,Resale,Builder_Floor,17647,Saket
2050,4,4,Semi-Furnished,2,52100000,Ready_to_move,New_Property,Apartment,17647,Saket
1800,3,3,Unfurnished,1,32500000,Ready_to_move,New_Property,Builder_Floor,18055,Saket
1500,3,2,Semi-Furnished,1,20500000,Ready_to_move,Resale,Apartment,18055,Saket
2000,4,3,Semi-Furnished,1,25000000,Ready_to_move,Resale,Apartment,12500,Saket
1500,3,3,Semi-Furnished,2,30000000,Ready_to_move,Resale,Builder_Floor,12500,Saket
24300,4,5,Semi-Furnished,2,51000000,Ready_to_move,Resale,Builder_Floor,12500,Saket
2475,4,4,Semi-Furnished,1,31000000,Ready_to_move,Resale,Builder_Floor,12500,Saket
1800,3,3,Semi-Furnished,,37500000,Ready_to_move,New_Property,Builder_Floor,,Safdarjung Enclave
1300,3,3,Semi-Furnished,1,32500000,Ready_to_move,New_Property,Builder_Floor,,"Arjun Nagar, Safdarjung Enclave"
1500,3,3,Semi-Furnished,4,37500000,Ready_to_move,New_Property,Builder_Floor,25000,Safdarjung Enclave
2100,4,4,Semi-Furnished,3,55000000,Ready_to_move,New_Property,Builder_Floor,25000,Safdarjung Enclave
1800,4,4,Semi-Furnished,2,87500000,Ready_to_move,New_Property,Builder_Floor,25000,Safdarjung Enclave
1100,2,2,Unfurnished,1,16300000,Ready_to_move,Resale,Apartment,14818,Safdarjung Enclave
2035,4,4,Unfurnished,2,65000000,Ready_to_move,New_Property,Builder_Floor,14818,Safdarjung Enclave
1100,3,3,Unfurnished,1,25000000,Ready_to_move,Resale,Builder_Floor,14818,"Safdarjung Enclave carpet area 1100 sqft status Ready to Move floor Ground out of 4 floors transaction Resale furnishing Unfurnished facing North - East overlooking Garden/Park, Main Road car parking 1 Covered, 1 Open bathroom 3 balcony 3 ownership Freehold if you are searching for your dream house, congratulation. you're not so far from your destiny. we got unbeatable ground floor in b-block safdarjung enclave for sale. it is in 150 yds. It has 3 large king sized bedroom attached bathroom with Jacuzzi and roof top shower with all other fittings. it has modular kitchen with all needed facility. it has 3 big balcony with amazing out side view. it has 1 servant quarter also. it has 1 reserved car parking with gated society. It has 24*7 water supply with full power backup. for more information contact us at once because it can be your dream house. read more Contact Agent View Phone No. Share Feedback Crisil Silver Agent Sagar Home Developers Pvt. Ltd. 1000+ Buyers Served"
1550,3,3,Semi-Furnished,1,38000000,Ready_to_move,New_Property,Builder_Floor,14818,Safdarjung Enclave
700,2,2,Unfurnished,1,15000000,Ready_to_move,Resale,Builder_Floor,14818,Safdarjung Enclave
150,2,1,Semi-Furnished,1,2000000,Ready_to_move,Resale,Apartment,14818,"Arjun Nagar, Safdarjung Enclave"
540,1,1,Unfurnished,1,3000000,Ready_to_move,Resale,Builder_Floor,14818,"Arjun Nagar, Safdarjung Enclave"
810,2,2,Semi-Furnished,1,8500000,Ready_to_move,Resale,Builder_Floor,14818,Krishna Nagar-Safdarjung Enclave
3250,4,4,Semi-Furnished,1,55000000,Ready_to_move,Resale,Builder_Floor,14818,"Safdarjung Enclave carpet area 3250 sqft status Ready to Move floor 1 out of 4 floors transaction Resale furnishing Semi-Furnished facing North - East overlooking Garden/Park, Main Road car parking 1 Covered bathroom 4 balcony 3 ownership Freehold Near Buy Green park Metro station. The location of the property is Awesome and Peaceful. The construction is very Highend and Very tasteful Done-up. The Same property is location on the FF. 4 Side corner read more Contact Agent Enquire Now Share Feedback Crisil Silver Agent Findahouse Real Estate Consultants LLP 2000+ Buyers Served"
1600,3,3,Semi-Furnished,2,22500000,Ready_to_move,Resale,Builder_Floor,14818,Safdarjung Enclave
4000,4,4,Semi-Furnished,1,72500000,Ready_to_move,Resale,Builder_Floor,14818,Safdarjung Enclave
5500,6,7,Furnished,1,160000000,Ready_to_move,Resale,Apartment,14818,Safdarjung Enclave
900,3,3,Semi-Furnished,1,12500000,Ready_to_move,New_Property,Builder_Floor,14818,Krishna Nagar-Safdarjung Enclave
972,2,2,Semi-Furnished,1,17000000,Ready_to_move,Resale,Apartment,14818,Safdarjung Enclave
4150,4,4,Unfurnished,3,82500000,Ready_to_move,New_Property,Builder_Floor,14818,Safdarjung Enclave
2250,4,5,Semi-Furnished,2,55000000,Ready_to_move,New_Property,Builder_Floor,14818,Safdarjung Enclave
1650,3,3,Semi-Furnished,1,35000000,Ready_to_move,New_Property,Builder_Floor,14818,Safdarjung Enclave
2610,4,4,Semi-Furnished,2,42500000,Ready_to_move,Resale,Builder_Floor,14818,Safdarjung Enclave carpet area 290 sqyrd status Ready to Move floor 2 out of 3 floors transaction Resale furnishing Semi-Furnished facing West overlooking Main Road car parking 2 Open bathroom 4 balcony 3 ownership Freehold Opposite Deer Park.The property comes with independent Terrace. The area is centrally located and close to ring road which allows easy acess to all other areas.Renowned Delhi Lawn Tennis Association is within 10 minutes walking distance.Green park market is walkable distance. read more Contact Owner View Phone No. Share Feedback Owner Hemant pajankar
600,2,2,Semi-Furnished,1,4700000,Ready_to_move,Resale,Builder_Floor,14818,"Arjun Nagar, Safdarjung Enclave"
1700,4,5,Unfurnished,2,52500000,Ready_to_move,Resale,Builder_Floor,14818,Safdarjung Enclave
2250,4,4,Semi-Furnished,3,80000000,Ready_to_move,New_Property,Builder_Floor,14818,Safdarjung Enclave
880,3,2,Unfurnished,1,11000000,Ready_to_move,Resale,Builder_Floor,14818,"Arjun Nagar, Safdarjung Enclave"
4200,4,5,Semi-Furnished,3,74000000,Ready_to_move,New_Property,Builder_Floor,14818,Safdarjung Enclave
1450,3,3,Semi-Furnished,1,37500000,Ready_to_move,Resale,Builder_Floor,14818,"Safdarjung Enclave carpet area 1450 sqft status Ready to Move floor 3 out of 4 floors transaction Resale furnishing Semi-Furnished facing North - East overlooking Garden/Park, Main Road car parking 1 Covered, 1 Open bathroom 3 balcony 2 ownership Freehold Park facing builder floor apartment available for sale in safderjung enclave, 3 bedroom with attached bathroom, drawing dinning, modular kitchen. the property is on the top floor of a four storey building with terrace right, servant quarter, 1 car parking in stilt. read more Contact Agent View Phone No. Share Feedback Agent Delhi Homes Realty 1000+ Buyers Served"
2200,4,4,Semi-Furnished,3,52500000,Ready_to_move,New_Property,Builder_Floor,23863,"Safdarjung Enclave super area 2200 sqft status Ready to Move floor 2 out of 4 floors transaction New Property furnishing Semi-Furnished facing South overlooking Main Road car parking 3 Covered, 2 Open bathroom 4 balcony 3 ownership Freehold Newly Constructed Property Wide Road 450 Yards 2nd floor brand new 4 bhk attached bathrooms with full lighted and ventilated house.Most Valuable DealSEE TO BELIEVE read more Contact Agent View Phone No. Share Feedback Crisil Bronze Agent Panchsheel Homes 500+ Buyers Served"
1620,3,3,Semi-Furnished,,26000000,Ready_to_move,New_Property,Builder_Floor,,"Reserve Bank Enclave, Paschim Vihar"
1078,3,2,Unfurnished,1,15500000,Ready_to_move,New_Property,Builder_Floor,,Paschim Vihar
1710,3,3,Unfurnished,1,22000000,Ready_to_move,Resale,Builder_Floor,,"Pushkar Enclave, Paschim Vihar"
1150,3,3,Semi-Furnished,1,21000000,Ready_to_move,Resale,Builder_Floor,,Paschim Vihar Block B2
450,2,2,Semi-Furnished,1,5000000,Ready_to_move,Resale,Builder_Floor,,"Paschimpuri, Paschim Vihar"
1818,3,3,Unfurnished,1,22000000,Ready_to_move,Resale,Builder_Floor,,Paschim Vihar
1800,3,2,Unfurnished,1,26500000,Ready_to_move,Resale,Builder_Floor,14722,Paschim Vihar Block B4
780,2,2,Unfurnished,1,8770000,Ready_to_move,Resale,Builder_Floor,14722,Paschim Vihar How Auctions work? The borrower has the physical possession of the Property. However the lender (Bank) can legally sell the Property. carpet area 780 sqft status Ready to Move floor Ground out of 3 floors transaction Resale furnishing Unfurnished facing West bathroom 2 balcony 1 ownership Freehold Contact Now Enquire Now Auction By Bank
405,1,1,Semi-Furnished,1,4500000,Ready_to_move,Resale,Apartment,14722,"DDA Lig Flats, Paschim Vihar carpet area 45 sqyrd status Ready to Move floor 4 out of 4 floors transaction Resale furnishing Semi-Furnished facing East overlooking Garden/Park, Main Road society DDA Lig Flats bathroom 1 balcony 1 ownership Freehold East Facing Property Expected price for the Flat is kept at 45 Lac. This is a 1 bedroom apartment present in DDA Lig Flats, Paschim Vihar. It measures an area of 45 Sq-m. It is on 4 floor out of 4 floors in the tower and is also well ventilated. The Flat has 1 washroom and also has 1 spacious balcony. read more Contact Owner View Phone No. Share Feedback Owner Anil"
900,2,3,Semi-Furnished,1,8500000,Ready_to_move,Resale,Apartment,14722,Paschim Vihar
807.2925,2,2,Unfurnished,1,8600000,Ready_to_move,Resale,Apartment,14722,"Archana Apartment, Paschim Vihar"
2700,4,3,Semi-Furnished,1,42500000,Ready_to_move,Resale,Builder_Floor,14722,"Guru Harikishan Nagar, Paschim Vihar"
1100,3,2,Semi-Furnished,2,13100000,Ready_to_move,Resale,Apartment,14722,Paschim Vihar
585,2,2,Unfurnished,2,7000000,Ready_to_move,Resale,Apartment,14722,"Paschimpuri, Paschim Vihar"
2152.78,3,3,Furnished,2,30000000,Ready_to_move,New_Property,Builder_Floor,14722,"Mianwali Nagar, Paschim Vihar"
960,2,2,Semi-Furnished,2,13000000,Ready_to_move,Resale,Apartment,14722,"Navbharat Apartment, Paschim Vihar Block B1"
1800,4,3,Unfurnished,2,23100000,Ready_to_move,Resale,Builder_Floor,14722,Paschim Vihar Block A2
1100,3,2,Semi-Furnished,1,16000000,Ready_to_move,Resale,Apartment,14722,Paschim Vihar
900,2,2,Unfurnished,1,12500000,Ready_to_move,Resale,Builder_Floor,13889,Paschim Vihar
1620,3,3,Furnished,1,24500000,Ready_to_move,New_Property,Builder_Floor,13889,"LIC Colony, Paschim Vihar"
378,1,1,Unfurnished,1,3200000,Ready_to_move,Resale,Apartment,13889,"Paschimpuri, Paschim Vihar"
800,3,2,Unfurnished,1,6300000,Ready_to_move,Resale,Apartment,7875,"DDA Lig Flats, Paschim Vihar"
1350,3,3,Semi-Furnished,1,15000000,Ready_to_move,Resale,Builder_Floor,11111,"Pushkar Enclave, Paschim Vihar"
